,hour_of_day,day_of_week,month,holiday,weekday,summertime,temp,dew,humidity,precip,snowdepth,windspeed,cloudcover,visibility,increase_stock,daytime,rushhour,weather_score,weather_score_daytime
185,2,2,4,0,1,1,16.1,7.1,55.2,0.0,0.0,23.7,24.4,16.0,low_bike_demand,0,0,0.18143102209719053,0.0
186,12,0,5,1,1,1,28.4,19.2,57.45,0.0,0.0,16.7,44.6,16.0,high_bike_demand,1,0,0.3585926468503906,0.3585926468503906
187,10,5,8,0,0,1,27.1,21.2,70.04,0.0,0.0,11.3,79.3,16.0,high_bike_demand,1,0,0.2813371548079906,0.2813371548079906
188,23,6,5,0,0,1,13.0,4.2,55.23,0.0,0.0,14.0,24.4,16.0,low_bike_demand,0,0,0.1375096703870402,0.0
189,6,2,10,0,1,1,19.9,18.4,91.07,0.278,0.0,12.4,100.0,8.1,low_bike_demand,0,0,0.13560178605064022,0.0
190,16,5,8,0,0,1,26.0,19.4,67.11,0.0,0.0,19.1,91.1,16.0,high_bike_demand,1,1,0.29536061219399046,0.29536061219399046
191,22,1,4,0,1,1,17.9,3.4,38.26,0.0,0.0,9.0,24.4,16.0,low_bike_demand,0,0,0.37886720820424014,0.0
192,19,3,11,1,1,0,11.5,-0.1,44.99,0.0,0.0,7.4,0.0,16.0,low_bike_demand,1,1,0.1823097871657401,0.1823097871657401
193,18,0,8,0,1,1,27.7,12.8,39.87,0.0,0.0,17.6,51.0,16.0,high_bike_demand,1,1,0.5387179796160402,0.5387179796160402
194,15,4,12,1,1,0,14.4,10.6,77.98,0.0,0.0,14.4,86.1,16.0,high_bike_demand,1,1,0.08872835426994041,0.08872835426994041
195,4,2,2,0,1,0,-0.4,-5.8,66.77,0.0,0.0,4.8,24.4,16.0,low_bike_demand,0,0,-0.1117828904909598,-0.0
196,8,0,2,1,1,0,9.2,6.1,80.93,0.0,0.0,12.6,89.1,16.0,low_bike_demand,1,0,0.016365126317540057,0.016365126317540057
197,0,6,10,0,0,1,19.8,15.6,76.74,0.0,0.0,17.4,98.8,16.0,low_bike_demand,0,0,0.1703748842960403,0.0
198,22,2,11,1,1,0,20.7,20.7,99.89,0.069,0.0,0.8,99.8,10.7,low_bike_demand,0,0,0.12246962417684037,0.0
199,14,2,10,0,1,1,21.0,10.0,49.32,0.0,0.0,32.3,24.4,16.0,low_bike_demand,1,0,0.3011443284202904,0.3011443284202904
200,18,5,4,0,0,1,24.3,10.8,42.65,0.0,0.0,20.9,44.6,16.0,high_bike_demand,1,1,0.44103006748049034,0.44103006748049034
201,17,3,12,0,1,0,4.9,-7.9,39.1,0.731,0.0,5.2,0.0,16.0,low_bike_demand,1,1,0.12570516439494017,0.12570516439494017
202,4,6,8,0,0,1,23.7,20.7,83.66,0.0,0.0,17.3,100.0,16.0,low_bike_demand,0,0,0.1968278588669905,0.0
203,8,6,4,0,0,1,6.6,-1.1,57.71,0.0,0.0,16.8,88.9,16.0,low_bike_demand,1,0,0.07560746149064013,0.07560746149064013
204,0,1,2,0,1,0,-0.8,-6.2,66.89,0.0,0.03,9.0,79.3,16.0,low_bike_demand,0,0,-0.07270427323015982,-0.0
205,13,0,10,0,1,1,19.9,8.7,48.49,0.0,0.0,21.8,45.6,16.0,low_bike_demand,1,0,0.3111578175935401,0.3111578175935401
206,19,6,1,0,0,0,8.3,5.7,83.65,0.0,0.0,14.3,100.0,16.0,low_bike_demand,1,1,0.006411823047590248,0.006411823047590248
207,0,5,12,0,0,0,9.8,6.3,78.54,0.0,0.0,0.0,100.0,16.0,low_bike_demand,0,0,0.03756349185654029,0.0
208,17,5,11,0,0,0,7.1,-7.2,35.55,0.0,0.0,17.6,81.1,16.0,low_bike_demand,1,1,0.2756607267658402,0.2756607267658402
209,0,1,9,0,1,1,25.5,21.1,76.8,0.066,0.0,16.3,98.6,16.0,low_bike_demand,0,0,0.2433805433610905,0.0
210,18,2,11,0,1,0,8.3,-1.7,49.58,0.0,0.0,21.9,30.5,16.0,high_bike_demand,1,1,0.11624232612509022,0.11624232612509022
211,22,0,4,0,1,1,13.9,4.9,54.71,0.0,0.0,8.7,44.6,16.0,low_bike_demand,0,0,0.17055677294379035,0.0
212,17,3,6,0,1,1,23.4,20.7,84.8,4.551,0.0,13.0,100.0,3.2,low_bike_demand,1,1,0.15735252743184014,0.15735252743184014
213,21,2,12,0,1,0,9.7,6.1,78.31,0.0,0.0,6.7,80.3,16.0,low_bike_demand,0,0,0.024432418010990165,0.0
214,17,4,12,1,1,0,12.2,-1.0,39.99,0.0,0.0,0.5,90.9,16.0,low_bike_demand,1,1,0.3121909693986904,0.3121909693986904
215,8,5,9,0,0,1,22.7,19.3,81.48,0.0,0.0,7.1,86.1,16.0,low_bike_demand,1,0,0.18224291805429027,0.18224291805429027
216,16,5,2,0,0,0,10.0,-6.1,31.54,0.0,0.0,5.4,88.9,16.0,high_bike_demand,1,1,0.3823034073086402,0.3823034073086402
217,20,5,7,0,0,1,25.7,19.9,70.37,0.238,0.0,18.2,87.5,11.5,low_bike_demand,0,0,0.27389474700754035,0.0
218,19,3,7,0,1,1,28.1,21.8,68.68,0.0,0.0,14.1,84.4,16.0,high_bike_demand,1,1,0.3082138314975904,0.3082138314975904
219,5,6,6,0,0,1,21.5,20.0,90.93,0.0,0.0,8.3,100.0,14.8,low_bike_demand,0,0,0.14414813900579027,0.0
220,2,0,2,0,1,0,4.2,1.1,80.17,0.0,0.0,25.4,99.8,16.0,low_bike_demand,0,0,-0.03627056679625973,-0.0
221,6,2,10,0,1,1,17.1,16.6,97.1,0.267,0.0,6.7,100.0,0.1,low_bike_demand,0,0,0.10593965508909009,0.0
222,7,3,10,0,1,1,17.8,15.7,87.24,0.5379999999999999,0.0,14.7,100.0,15.9,low_bike_demand,1,0,0.10233800886509026,0.10233800886509026
223,21,2,5,0,1,1,19.8,15.8,77.7,0.0,0.0,5.5,83.9,16.0,low_bike_demand,0,0,0.15528795674009033,0.0
224,3,6,11,0,0,0,4.7,-1.2,65.38,0.0,0.0,8.3,0.0,16.0,low_bike_demand,0,0,-0.05758706286270987,-0.0
225,13,1,1,0,1,0,6.7,-2.9,50.54,0.0,0.0,11.5,24.4,16.0,low_bike_demand,1,0,0.07980810122969029,0.07980810122969029
226,4,0,9,0,1,1,22.7,20.0,84.79,0.0,0.0,5.2,55.3,16.0,low_bike_demand,0,0,0.14337718347844042,0.0
227,14,6,5,0,0,1,12.8,7.9,72.08,0.0,0.0,17.9,100.0,16.0,low_bike_demand,1,0,0.10011727746309029,0.10011727746309029
228,1,2,4,0,1,1,18.9,13.2,69.53,0.0,0.0,11.2,79.3,16.0,low_bike_demand,0,0,0.17695975447804024,0.0
229,10,2,5,0,1,1,17.7,13.3,75.26,0.0,0.0,14.4,99.2,16.0,low_bike_demand,1,0,0.14846230970774033,0.14846230970774033
230,5,0,4,0,1,1,4.7,-0.8,67.52,0.0,0.0,7.3,0.0,16.0,low_bike_demand,0,0,-0.06503262273660981,-0.0
231,0,4,4,0,1,1,14.9,12.3,84.22,0.0,0.0,15.7,91.1,16.0,low_bike_demand,0,0,0.07550007109119028,0.0
232,5,1,9,0,1,1,14.1,7.2,63.38,0.0,0.0,20.9,53.5,16.0,low_bike_demand,0,0,0.1258265911325902,0.0
233,13,4,10,0,1,1,19.2,7.0,45.02,0.0,0.0,16.9,45.6,16.0,low_bike_demand,1,0,0.3332985800607904,0.3332985800607904
234,4,3,10,0,1,1,13.7,12.1,90.08,0.0,0.0,0.1,26.4,16.0,low_bike_demand,0,0,-0.0012935694714096835,-0.0
235,11,3,3,0,1,1,9.9,8.8,92.73,0.055,0.0,11.1,100.0,15.7,low_bike_demand,1,0,0.004437891524190274,0.004437891524190274
236,2,3,2,0,1,0,8.5,2.9,67.83,0.0,0.0,17.8,84.5,16.0,low_bike_demand,0,0,0.04995270136954022,0.0
237,18,5,6,0,0,1,29.0,18.1,51.6,0.0,0.0,5.2,90.9,16.0,high_bike_demand,1,1,0.45259165380794064,0.45259165380794064
238,13,6,11,0,0,0,10.3,-1.7,43.0,0.0,0.0,11.2,44.6,16.0,low_bike_demand,1,0,0.21148361397914028,0.21148361397914028
239,8,1,4,0,1,1,13.2,3.8,52.91,0.0,0.0,9.2,45.6,16.0,low_bike_demand,1,0,0.17272608284304025,0.17272608284304025
240,16,6,3,0,0,1,4.9,-10.0,33.14,0.0,0.7,16.8,20.8,16.0,low_bike_demand,1,1,0.22429100208874053,0.22429100208874053
241,13,2,6,0,1,1,25.6,16.0,55.56,0.0,0.0,13.4,97.4,16.0,low_bike_demand,1,0,0.3775398737614406,0.3775398737614406
242,15,5,3,0,0,1,21.7,13.3,58.82,0.0,0.0,20.9,84.7,16.0,high_bike_demand,1,1,0.2827120372733902,0.2827120372733902
243,21,6,8,0,0,1,21.9,17.9,77.74,0.0,0.0,9.9,24.4,16.0,low_bike_demand,0,0,0.13215149413489025,0.0
244,23,5,2,0,0,0,9.3,-2.2,44.38,0.0,0.0,14.5,89.1,16.0,low_bike_demand,0,0,0.21779674081899048,0.0
245,17,1,1,0,1,0,7.2,6.2,93.53,0.0,0.0,5.5,100.0,16.0,low_bike_demand,1,1,-0.024444020945609823,-0.024444020945609823
246,19,1,5,0,1,1,19.9,17.9,88.18,0.715,0.0,17.6,83.1,16.0,low_bike_demand,1,1,0.11098245224054015,0.11098245224054015
247,23,0,6,0,1,1,21.8,11.9,53.23,0.0,0.0,6.7,24.4,16.0,low_bike_demand,0,0,0.27957098039839035,0.0
248,12,0,3,0,1,1,17.6,-0.6,28.97,0.0,0.0,22.7,45.6,16.0,low_bike_demand,1,0,0.5237775784441905,0.5237775784441905
249,11,5,10,0,0,1,13.4,6.1,61.31,0.0,0.0,11.1,27.2,16.0,high_bike_demand,1,0,0.10558965426859024,0.10558965426859024
250,15,5,7,0,0,1,30.0,12.5,34.2,0.0,0.0,17.9,83.9,16.0,high_bike_demand,1,1,0.6884555207412906,0.6884555207412906
251,8,4,1,0,1,0,0.5,-3.0,77.44,0.0,0.0,9.2,25.3,16.0,low_bike_demand,1,0,-0.13112234955405977,-0.13112234955405977
252,23,2,10,0,1,1,15.4,11.6,78.01,0.0,0.0,10.9,44.6,16.0,low_bike_demand,0,0,0.06730307253189027,0.0
253,14,4,7,0,1,1,25.5,22.2,82.12,0.0,0.0,8.7,57.9,16.0,low_bike_demand,1,0,0.19007747293149047,0.19007747293149047
254,8,4,6,0,1,1,23.3,14.3,56.66,0.0,0.0,12.6,24.4,16.0,low_bike_demand,1,0,0.27116717760204034,0.27116717760204034
255,17,6,10,0,0,1,18.8,7.9,49.25,0.0,0.0,22.3,85.7,16.0,high_bike_demand,1,1,0.3195030134057908,0.3195030134057908
256,13,0,12,0,1,0,5.5,-1.6,59.98,0.0,0.0,9.3,100.0,16.0,low_bike_demand,1,0,0.05656639528179008,0.05656639528179008
257,20,4,2,0,1,0,5.6,0.0,67.53,0.011,0.0,23.0,92.7,13.3,low_bike_demand,0,0,0.026554897151740198,0.0
258,3,2,4,0,1,1,19.2,12.2,63.73,0.0,0.0,7.3,79.3,16.0,low_bike_demand,0,0,0.2105966442290903,0.0
259,7,6,1,0,0,0,1.6,-5.1,61.31,0.0,0.0,12.5,0.0,16.0,low_bike_demand,1,0,-0.07684246786990989,-0.07684246786990989
260,1,3,8,0,1,1,24.8,22.8,88.8,0.0,0.0,7.5,36.3,16.0,low_bike_demand,0,0,0.14121446086049028,0.0
261,21,4,8,0,1,1,26.3,19.9,68.03,0.0,0.0,15.4,81.1,16.0,low_bike_demand,0,0,0.2866585690879404,0.0
262,0,4,2,0,1,0,13.9,10.8,81.41,0.0,0.0,26.1,95.4,16.0,low_bike_demand,0,0,0.0755413876742902,0.0
263,11,3,10,0,1,1,20.0,13.3,65.49,0.0,0.0,25.0,24.4,16.0,low_bike_demand,1,0,0.17141626621994022,0.17141626621994022
264,23,1,11,0,1,0,5.9,-4.0,49.25,0.0,0.0,7.2,0.0,16.0,low_bike_demand,0,0,0.05947267671304024,0.0
265,22,6,4,0,0,1,14.0,6.1,58.99,0.0,0.0,4.8,99.6,16.0,low_bike_demand,0,0,0.1851996384240403,0.0
266,16,0,11,0,1,0,8.8,-4.1,39.93,0.0,0.0,22.0,0.0,16.0,low_bike_demand,1,1,0.1864902235036403,0.1864902235036403
267,15,3,10,0,1,1,16.7,16.2,96.58,8.046,0.0,17.7,100.0,2.4,low_bike_demand,1,1,0.007654324398390089,0.007654324398390089
268,14,3,8,0,1,1,33.4,22.3,52.03,0.0,0.0,14.2,46.6,16.0,low_bike_demand,1,0,0.47940582183034053,0.47940582183034053
269,10,0,7,0,1,1,27.2,22.8,77.21,0.0,0.0,11.4,90.1,16.0,low_bike_demand,1,0,0.2592354871381404,0.2592354871381404
270,23,1,1,0,1,0,16.3,10.7,69.27,0.0,0.0,22.0,80.3,16.0,low_bike_demand,0,0,0.14200855487404018,0.0
271,11,0,2,0,1,0,10.5,-1.6,42.77,0.0,0.0,13.2,91.1,16.0,low_bike_demand,1,0,0.25351563389144016,0.25351563389144016
272,15,1,6,0,1,1,27.1,10.6,35.6,0.0,0.0,9.4,81.3,16.0,high_bike_demand,1,1,0.6118441714884406,0.6118441714884406
273,19,1,8,0,1,1,23.8,22.1,90.57,0.039,0.0,14.7,82.9,16.0,high_bike_demand,1,1,0.16146061020659042,0.16146061020659042
274,16,6,4,0,0,1,13.7,-3.0,31.42,0.0,0.0,16.4,24.4,16.0,high_bike_demand,1,1,0.40224872118634014,0.40224872118634014
275,6,1,6,0,1,1,17.8,8.1,52.81,0.0,0.0,10.9,24.4,16.0,low_bike_demand,0,0,0.22194949279469034,0.0
276,16,1,8,0,1,1,33.7,18.9,41.77,0.0,0.0,12.0,44.6,16.0,low_bike_demand,1,1,0.6075218392998407,0.6075218392998407
277,13,2,9,0,1,1,28.7,22.3,68.41,0.0,0.0,30.8,89.6,16.0,low_bike_demand,1,0,0.32136122359284025,0.32136122359284025
278,23,0,1,0,1,0,0.0,-1.2,91.92,0.713,0.0,12.6,100.0,4.5,low_bike_demand,0,0,-0.09254714144875986,-0.0
279,20,5,2,0,0,0,4.8,-5.6,46.76,0.0,0.0,7.3,89.1,16.0,low_bike_demand,0,0,0.12660051316159004,0.0
280,22,5,4,0,0,1,18.5,16.6,88.35,0.0,0.0,10.1,45.4,15.7,low_bike_demand,0,0,0.07088737070889006,0.0
281,5,1,9,0,1,1,20.5,18.8,89.91,0.083,0.0,9.2,99.6,15.6,low_bike_demand,0,0,0.13423370491924047,0.0
282,16,1,5,0,1,1,26.0,17.8,60.46,0.0,0.0,11.1,80.3,16.0,low_bike_demand,1,1,0.3276296639296905,0.3276296639296905
283,10,0,6,0,1,1,27.9,22.1,70.72,0.0,0.0,18.1,0.0,16.0,low_bike_demand,1,0,0.22720896415679026,0.22720896415679026
284,11,6,4,0,0,1,20.6,9.6,49.27,0.0,0.0,4.8,44.6,16.0,high_bike_demand,1,0,0.31377057151124066,0.31377057151124066
285,20,2,1,0,1,0,6.5,0.6,65.94,0.0,0.0,9.0,84.5,16.0,low_bike_demand,0,0,0.03172876189404017,0.0
286,2,5,7,0,0,1,24.0,21.1,84.01,0.0,0.0,5.2,44.6,15.9,low_bike_demand,0,0,0.15494361892204034,0.0
287,12,2,6,0,1,1,22.1,6.8,37.15,0.0,0.0,10.5,24.4,16.0,low_bike_demand,1,0,0.45969841376109044,0.45969841376109044
288,15,6,7,0,0,1,32.1,22.8,57.99,0.0,0.0,20.1,82.3,16.0,high_bike_demand,1,1,0.43737846982089046,0.43737846982089046
289,0,2,12,0,1,0,0.3,-7.2,57.12,0.0,0.0,6.7,47.8,16.0,low_bike_demand,0,0,-0.03915038700210993,-0.0
290,9,3,2,0,1,0,3.2,-1.8,69.7,0.0,0.0,12.4,0.0,16.0,low_bike_demand,1,0,-0.09326378926885992,-0.09326378926885992
291,16,2,1,0,1,0,5.6,-2.8,54.56,0.0,0.0,13.4,89.8,16.0,low_bike_demand,1,1,0.08203946364384018,0.08203946364384018
292,23,1,11,0,1,0,17.1,15.0,87.37,0.0,0.0,9.9,24.4,16.0,low_bike_demand,0,0,0.043163850770590484,0.0
293,0,6,3,0,0,0,-3.9,-13.8,46.09,0.0,0.67,31.4,24.4,16.0,low_bike_demand,0,0,-0.047220850870359765,-0.0
294,0,6,8,0,0,1,25.3,17.9,63.34,0.0,0.0,14.3,26.2,16.0,low_bike_demand,0,0,0.2545658586838906,0.0
295,6,5,1,0,0,0,-3.4,-6.7,77.66,0.0,0.78,26.7,97.3,13.7,low_bike_demand,0,0,-0.11886776697950985,-0.0
296,1,3,10,0,1,1,19.0,17.6,91.77,0.0,0.0,5.2,79.3,16.0,low_bike_demand,0,0,0.09874985172264028,0.0
297,13,2,2,0,1,0,5.0,-3.8,52.78,0.0,0.01,5.1,94.3,16.0,low_bike_demand,1,0,0.08876325091099013,0.08876325091099013
298,19,4,5,0,1,1,28.8,12.8,37.29,0.0,0.0,27.9,0.0,16.0,low_bike_demand,1,1,0.5511194129659907,0.5511194129659907
299,9,0,2,0,1,0,-3.4,-12.2,50.75,0.0,0.08,13.5,0.0,16.0,low_bike_demand,1,0,-0.09075512138180986,-0.09075512138180986
300,14,5,1,0,0,0,2.1,-5.7,56.38,0.0,0.0,24.4,100.0,16.0,low_bike_demand,1,0,0.031186023580340172,0.031186023580340172
301,7,1,8,0,1,1,23.2,21.1,87.98,0.0,0.0,7.4,24.4,16.0,low_bike_demand,1,0,0.11414990249624024,0.11414990249624024
302,17,1,12,0,1,0,6.0,-4.0,48.75,0.0,0.0,12.4,100.0,16.0,low_bike_demand,1,1,0.14012873801064007,0.14012873801064007
303,9,0,11,0,1,0,-0.9,-8.8,55.08,0.0,0.0,0.1,0.0,16.0,low_bike_demand,1,0,-0.08165762859380987,-0.08165762859380987
304,5,1,11,0,1,0,3.5,1.0,83.45,0.0,0.0,5.2,25.3,16.0,low_bike_demand,0,0,-0.11080651952615972,-0.0
305,13,3,6,0,1,1,28.2,12.2,37.09,0.0,0.0,22.8,82.9,16.0,high_bike_demand,1,0,0.6080668285638404,0.6080668285638404
306,17,4,1,1,1,0,2.8,1.1,88.87,0.404,0.0,17.3,99.2,4.1,low_bike_demand,1,1,-0.05214866402030982,-0.05214866402030982
307,3,3,11,1,1,0,2.1,-0.9,81.01,0.0,0.0,7.2,25.3,16.0,low_bike_demand,0,0,-0.11618828632075984,-0.0
308,19,1,6,0,1,1,22.7,20.1,85.06,0.0,0.0,9.2,94.4,16.0,low_bike_demand,1,1,0.17013722862634018,0.17013722862634018
309,19,4,10,0,1,1,16.9,7.7,54.75,0.0,0.0,7.3,25.3,16.0,high_bike_demand,1,1,0.19945470516489028,0.19945470516489028
310,22,5,2,0,0,0,-1.7,-3.4,88.08,0.0,0.03,19.2,100.0,11.0,low_bike_demand,0,0,-0.11373726635475989,-0.0
311,15,4,8,0,1,1,33.3,21.7,50.75,0.0,0.0,9.5,65.7,16.0,high_bike_demand,1,1,0.5112078899743904,0.5112078899743904
312,20,5,3,0,0,0,10.4,-8.8,24.93,0.0,0.0,8.7,79.3,16.0,low_bike_demand,0,0,0.4977122196697905,0.0
313,12,2,4,0,1,1,18.2,2.8,35.82,0.0,0.0,18.3,26.4,16.0,high_bike_demand,1,0,0.4142529839602902,0.4142529839602902
314,2,1,11,0,1,0,8.6,-6.6,33.47,0.0,0.0,7.1,0.0,16.0,low_bike_demand,0,0,0.2630982238157904,0.0
315,11,2,3,0,1,0,13.8,1.6,43.54,0.0,0.0,10.7,24.4,16.0,low_bike_demand,1,0,0.24840238158929018,0.24840238158929018
316,22,3,8,0,1,1,25.6,14.7,50.85,0.0,0.0,5.5,0.0,16.0,low_bike_demand,0,0,0.3393099562391908,0.0
317,16,0,5,0,1,1,21.0,-1.0,22.78,0.0,0.0,12.9,0.0,16.0,high_bike_demand,1,1,0.6843068626435904,0.6843068626435904
318,19,4,7,0,1,1,26.6,9.4,33.83,0.0,0.0,23.6,44.6,16.0,high_bike_demand,1,1,0.6018759090950405,0.6018759090950405
319,17,0,5,0,1,1,21.0,0.5,25.44,0.0,0.0,11.6,0.0,16.0,high_bike_demand,1,1,0.6234695043713405,0.6234695043713405
320,12,3,1,0,1,0,1.0,-10.2,42.87,0.0,0.0,28.9,44.6,16.0,low_bike_demand,1,0,0.06507680163429008,0.06507680163429008
321,5,0,12,0,1,0,0.8,-3.1,75.28,0.0,0.0,7.1,24.4,16.0,low_bike_demand,0,0,-0.12156297116990988,-0.0
322,13,1,11,0,1,0,6.6,0.6,65.68,0.0,0.0,10.8,100.0,16.0,low_bike_demand,1,0,0.04832471293054008,0.04832471293054008
323,6,4,10,0,1,1,13.2,10.6,84.28,0.0,0.0,5.2,100.0,16.0,low_bike_demand,0,0,0.06465594649974016,0.0
324,16,3,11,1,1,0,15.6,-0.7,32.72,0.0,0.0,9.6,25.3,16.0,low_bike_demand,1,1,0.41250717796334024,0.41250717796334024
325,3,0,1,0,1,0,2.6,1.5,92.64,0.0,0.0,7.3,79.3,13.7,low_bike_demand,0,0,-0.08813098591400981,-0.0
326,14,5,10,0,0,1,24.4,15.6,58.16,0.0,0.0,17.3,44.6,16.0,high_bike_demand,1,0,0.2981008387635904,0.2981008387635904
327,6,5,8,0,0,1,23.6,20.7,83.88,0.0,0.0,4.8,100.0,16.0,low_bike_demand,0,0,0.19268311886354073,0.0
328,3,0,7,0,1,1,24.7,20.7,78.3,0.0,0.0,8.9,79.3,15.9,low_bike_demand,0,0,0.20973784960219044,0.0
329,12,4,2,0,1,0,7.8,-3.8,43.84,0.0,0.0,43.7,82.3,16.0,low_bike_demand,1,0,0.19588439317619022,0.19588439317619022
330,12,1,3,0,1,1,11.9,-6.5,27.08,0.0,0.0,5.5,79.3,16.0,low_bike_demand,1,0,0.4861914322046903,0.4861914322046903
331,3,0,12,0,1,0,1.3,-4.1,67.37,0.0,0.0,8.9,24.4,16.0,low_bike_demand,0,0,-0.08933694791990976,-0.0
332,2,0,1,0,1,0,2.7,1.6,92.5,0.0,0.0,7.5,81.3,13.0,low_bike_demand,0,0,-0.08518309577450989,-0.0
333,13,5,5,0,0,1,19.9,2.9,32.29,0.0,0.0,9.4,32.7,16.0,high_bike_demand,1,0,0.4989580581359405,0.4989580581359405
334,13,5,1,0,0,0,1.0,-14.4,30.49,0.0,0.0,33.0,25.3,16.0,low_bike_demand,1,0,0.18831753447734023,0.18831753447734023
335,23,2,2,0,1,0,9.1,5.4,77.59,0.0,0.0,0.0,79.3,16.0,low_bike_demand,0,0,0.017955366293840203,0.0
336,3,0,11,0,1,0,11.0,8.3,83.37,0.0,0.0,5.9,99.6,16.0,low_bike_demand,0,0,0.03984060079779028,0.0
337,11,2,11,0,1,0,8.6,0.7,57.79,0.0,0.0,5.8,0.0,14.2,low_bike_demand,1,0,0.0437247859109402,0.0437247859109402
338,8,0,10,1,1,1,9.1,5.5,78.2,0.0,0.0,0.0,26.4,16.0,low_bike_demand,1,0,-0.025057496157659842,-0.025057496157659842
339,0,3,12,0,1,0,8.8,4.4,73.74,0.0,0.0,12.4,96.4,16.0,low_bike_demand,0,0,0.03869949888514024,0.0
340,10,4,8,0,1,1,24.3,13.9,52.24,0.0,0.0,17.9,46.4,16.0,low_bike_demand,1,0,0.34330987050589035,0.34330987050589035
341,17,6,10,0,0,1,22.7,16.8,69.2,0.0,0.0,16.4,96.4,16.0,high_bike_demand,1,1,0.24025809016054045,0.24025809016054045
342,22,5,10,0,0,1,13.0,7.1,67.43,0.0,0.0,8.6,82.2,16.0,low_bike_demand,0,0,0.11093704399114024,0.0
343,11,3,12,0,1,0,11.8,2.9,54.39,0.0,0.0,16.8,79.3,16.0,low_bike_demand,1,0,0.16715446694424008,0.16715446694424008
344,4,1,7,0,1,1,23.6,19.3,76.77,0.0,0.0,10.8,79.3,16.0,low_bike_demand,0,0,0.20299194447544044,0.0
345,22,2,5,0,1,1,14.6,5.4,53.92,0.0,0.0,12.2,24.4,16.0,low_bike_demand,0,0,0.1676449407792403,0.0
346,19,0,3,0,1,1,9.3,-6.1,33.17,0.0,0.0,12.4,24.4,16.0,high_bike_demand,1,1,0.2974480930768404,0.2974480930768404
347,23,2,10,0,1,1,19.7,17.7,88.56,0.0,0.0,0.0,44.6,15.2,low_bike_demand,0,0,0.09156956529994031,0.0
348,1,3,12,0,1,0,1.0,-9.4,45.99,0.0,0.0,15.9,0.0,16.0,low_bike_demand,0,0,0.009675034614990197,0.0
349,21,5,4,0,0,1,10.9,-0.7,44.85,0.0,0.0,17.9,79.3,16.0,low_bike_demand,0,0,0.23535764586319008,0.0
350,16,1,5,0,1,1,17.1,11.1,67.85,0.0,0.0,19.9,99.2,16.0,high_bike_demand,1,1,0.17676998438959035,0.17676998438959035
351,15,0,6,0,1,1,27.1,8.1,30.18,0.0,0.0,25.3,24.4,16.0,high_bike_demand,1,1,0.6616889601881903,0.6616889601881903
352,21,5,10,0,0,1,15.0,5.9,54.42,0.0,0.0,5.2,0.0,16.0,low_bike_demand,0,0,0.15151227677834023,0.0
353,3,0,12,0,1,0,4.3,2.8,90.04,0.0,0.0,7.1,100.0,14.2,low_bike_demand,0,0,-0.050103618185909915,-0.0
354,5,4,11,0,1,0,10.4,8.7,89.52,0.0,0.0,0.5,79.3,15.8,low_bike_demand,0,0,0.005886314475790244,0.0
355,3,0,12,0,1,0,5.6,1.2,73.2,0.0,0.0,12.9,89.3,16.0,low_bike_demand,0,0,-0.0057423585308097325,-0.0
356,10,2,11,0,1,0,9.5,6.0,78.65,0.0,0.0,0.5,0.0,16.0,low_bike_demand,1,0,-0.04296354909930977,-0.04296354909930977
357,21,4,8,0,1,1,25.8,19.0,65.97,0.0,0.0,0.0,86.1,16.0,low_bike_demand,0,0,0.29341229015084047,0.0
358,2,4,5,0,1,1,11.2,5.6,68.49,0.0,0.0,0.0,89.1,16.0,low_bike_demand,0,0,0.08817401968364014,0.0
359,10,1,2,0,1,0,6.6,4.4,85.94,0.0,0.0,7.5,100.0,11.5,low_bike_demand,1,0,-0.010196621888709845,-0.010196621888709845
360,21,5,5,0,0,1,7.1,-7.2,35.37,0.0,0.0,18.4,24.8,16.0,low_bike_demand,0,0,0.23003233005624035,0.0
361,1,0,7,0,1,1,20.8,18.1,84.99,0.0,0.0,8.9,44.6,16.0,low_bike_demand,0,0,0.11511854158109036,0.0
362,1,3,7,0,1,1,23.2,20.6,85.59,0.0,0.0,10.5,83.1,15.9,low_bike_demand,0,0,0.17040028788489014,0.0
363,18,2,10,0,1,1,12.8,-1.1,38.24,0.0,0.0,18.0,49.0,16.0,high_bike_demand,1,1,0.30970901704054055,0.30970901704054055
364,13,1,8,0,1,1,29.2,18.3,51.77,0.0,0.0,14.4,82.3,16.0,low_bike_demand,1,0,0.4486599972852403,0.4486599972852403
365,23,2,12,0,1,0,7.8,-2.0,50.11,0.0,0.0,25.4,99.6,16.0,low_bike_demand,0,0,0.15734988685514018,0.0
366,5,1,12,0,1,0,1.9,-1.5,78.6,0.0,0.0,0.0,79.3,16.0,low_bike_demand,0,0,-0.07071171638625984,-0.0
367,5,5,7,0,0,1,21.3,13.3,60.34,0.0,0.0,12.2,81.1,16.0,low_bike_demand,0,0,0.26502714967324037,0.0
368,6,6,10,0,0,1,11.9,4.5,60.51,0.0,0.0,12.8,0.0,16.0,low_bike_demand,0,0,0.06773520354124019,0.0
369,18,0,6,0,1,1,31.1,22.1,58.73,0.0,0.0,19.8,44.6,16.0,high_bike_demand,1,1,0.3861439422641404,0.3861439422641404
370,19,0,12,0,1,0,3.0,-7.7,45.02,0.0,0.0,12.2,24.4,16.0,low_bike_demand,1,1,0.06034749605024026,0.06034749605024026
